id,year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,youtube_url
ad5,1965,fi,Finland,Viktor Klimenko,Aurinko Laskee Länteen,15.0,,16.0,,15.0,0.0,,,,,,,Toivo Kärki,Reino Helismaa,https://youtube.com/watch?v=YxC-ieoMj8A
ad6,1966,at,Austria,Udo Jürgens,Merci Chérie,1.0,,9.0,,1.0,31.0,,,,,,,Udo Jürgens,Thomas Hörbiger;Udo Jürgens,https://youtube.com/watch?v=r7gPRSdv_as
ad7,1966,se,Sweden,Lill Lindfors & Svante Thuresson,Nygammal Vals,2.0,,10.0,,2.0,16.0,,,,,,,Bengt Arne Wallin,Björn Lindroth,https://youtube.com/watch?v=P3HRr9G9c_s
ad8,1966,no,Norway,Åse Kleveland,Intet Er Nytt Under Solen,3.0,,6.0,,3.0,15.0,,,,,,,Arne Bendiksen,,https://youtube.com/watch?v=hS1-YJtovaI
ad9,1966,be,Belgium,Tonia,"Un Peu De Poivre, Un Peu De Sel",4.0,,3.0,,4.0,14.0,,,,,,,Paul Quintens,Phil van Cauwenbergh,https://youtube.com/watch?v=gtqLtxwPStk
aea,1966,ie,Ireland,Dickie Rock,Come Back To Stay,4.0,,17.0,,4.0,14.0,,,,,,,Rowland Soper,,https://youtube.com/watch?v=aRBnF58ykIQ
aeb,1966,ch,Switzerland,Madeleine Pascal,Ne Vois-tu Pas?,6.0,,12.0,,6.0,12.0,,,,,,,Pierre Brenner,Roland Schweizer,https://youtube.com/watch?v=n40_VHZoPBY
aec,1966,yu,Yugoslavia,Berta Ambroz,Brez Besed,7.0,,5.0,,7.0,9.0,,,,,,,Mojmir Sepe,Elza Budau,https://youtube.com/watch?v=_5BLw8baVl0
aed,1966,es,Spain,Raphael,Yo Soy Aquél,7.0,,11.0,,7.0,9.0,,,,,,,Manuel Alejandro,,https://youtube.com/watch?v=4wQ_sRUCfpM
aee,1966,gb,United Kingdom,Kenneth McKellar,A Man Without Love,9.0,,18.0,,9.0,8.0,,,,,,,Cyril Ornadel,Peter Callander,https://youtube.com/watch?v=qfKk0uEGsPA
aef,1966,de,Germany,Margot Eskens,Die Zeiger Der Uhr,10.0,,1.0,,10.0,7.0,,,,,,,Walter Dobschinski,Hans Bradtke,https://youtube.com/watch?v=qdW0Fb5tKeg
aeg,1966,lu,Luxembourg,Michèle Torr,Ce Soir Je T'attendais,10.0,,4.0,,10.0,7.0,,,,,,,Bernard Kesslair,Jacques Chaumelle,https://youtube.com/watch?v=wXLGzNyb1j0
aeh,1966,fi,Finland,Ann-Christine Nyström,Play-boy,10.0,,7.0,,10.0,7.0,,,,,,,Ossi Runne,,https://youtube.com/watch?v=qib45U2DxPc
aei,1966,pt,Portugal,Madalena Iglesias,Ele E Ela,13.0,,8.0,,13.0,6.0,,,,,,,Carlos Canelhas,,https://www.youtube.com/watch?v=6CajGdDm_Lk
aej,1966,dk,Denmark,Ulla Pia,"Stop, Ja Stop - Ja Stop, Mens Legen Er Go",14.0,,2.0,,14.0,4.0,,,,,,,Erik Kåre,,https://youtube.com/watch?v=pj_O8uVZcfU
aek,1966,nl,Netherlands,Milly Scott,Fernando En Philippo,15.0,,16.0,,15.0,2.0,,,,,,,Kees de Bruyn,Gerrit den Braber,https://youtube.com/watch?v=mVHqkE5Qx18
ael,1966,fr,France,Dominique Walter,Chez Nous,16.0,,15.0,,16.0,1.0,,,,,,,Claude Carrère,Jacques Plante,https://youtube.com/watch?v=vHGhcmVDYcc
aem,1966,mc,Monaco,Tereza,Bien Plus Fort,17.0,,13.0,,17.0,0.0,,,,,,,Gérard Bourgeois,Jean-Max Rivière,https://youtube.com/watch?v=cfsMknxN5GA
aen,1966,it,Italy,Domenico Modugno,Dio Come Ti Amo,17.0,,14.0,,17.0,0.0,,,,,,,Domenico Modugno,,https://youtube.com/watch?v=UReor05rPsI
aeo,1967,gb,United Kingdom,Sandie Shaw,Puppet On A String,1.0,,11.0,,1.0,47.0,,,,,,,Bill Martin;Phil Coulter,,https://youtube.com/watch?v=OkbVhjxdr8A
aep,1967,ie,Ireland,Sean Dunphy,If I Could Choose,2.0,,17.0,,2.0,22.0,,,,,,,Michael Coffey,Wesley Burrowes,https://youtube.com/watch?v=kDFmu-klR78
aeq,1967,fr,France,Noëlle Cordier,Il Doit Faire Beau Là-bas,3.0,,4.0,,3.0,20.0,,,,,,,Hubert Giraud,Pierre Delanoë,https://youtube.com/watch?v=9eWFFOduXWI
aer,1967,lu,Luxembourg,Vicky,L'amour Est Bleu,4.0,,2.0,,4.0,17.0,,,,,,,André Popp,Pierre Cour,https://youtube.com/watch?v=nD4ib9-laGY
aes,1967,mc,Monaco,Minouche Barelli,Boum-badaboum,5.0,,14.0,,5.0,10.0,,,,,,,Serge Gainsbourg,,https://youtube.com/watch?v=aPwd6IKgGQQ
aet,1967,es,Spain,Raphael,Hablemos Del Amor,6.0,,12.0,,6.0,9.0,,,,,,,Manuel Alejandro,,https://youtube.com/watch?v=iuFiQLQYM7w
aeu,1967,be,Belgium,Louis Neefs,Ik Heb Zorgen,7.0,,10.0,,7.0,8.0,,,,,,,Paul Quintens,Phil van Cauwenbergh,https://youtube.com/watch?v=SDXe3A8a5NM
aev,1967,se,Sweden,Östen Warnerbring,Som En Dröm,8.0,,7.0,,8.0,7.0,,,,,,,Curt Petterson;Marcus Österdahl,Patrice Hellberg,https://youtube.com/watch?v=egGTA2yU0RU
aew,1967,de,Germany,Inge Brück,Anouschka,8.0,,9.0,,8.0,7.0,,,,,,,Hans Blum,,https://youtube.com/watch?v=snx9B6tKuGU
aex,1967,yu,Yugoslavia,Lado Leskovar,Vse Rože Sveta,8.0,,15.0,,8.0,7.0,,,,,,,Urban Koder,Milan Lindič,https://youtube.com/watch?v=Fy6oHSDCAXQ
aey,1967,it,Italy,Claudio Villa,Non Andare Più Lontano,11.0,,16.0,,11.0,4.0,,,,,,,Gino Mescoli,Vito Pallavicini,https://youtube.com/watch?v=FlnJLOjsV44
aez,1967,pt,Portugal,Eduardo Nascimento,O Vento Mudou,12.0,,5.0,,12.0,3.0,,,,,,,Nuno Nazareth Fernandes,João Magalhães Pereira,https://youtube.com/watch?v=Hf4NizmlouY
ae0,1967,fi,Finland,Fredi,Varjoon-suojaan,12.0,,8.0,,12.0,3.0,,,,,,,Lasse Mårtenson,Alvi Vuorinen,https://youtube.com/watch?v=-GrU7Jfc9HM
ae1,1967,nl,Netherlands,Thérèse Steinmetz,Ring-dinge,14.0,,1.0,,14.0,2.0,,,,,,,Johnny Holshuyzen,Gerrit den Braber,https://youtube.com/watch?v=54AX_A4Fcks
ae2,1967,at,Austria,Peter Horten,Warum Es Hunderttausend Sterne Gibt,14.0,,3.0,,14.0,2.0,,,,,,,Kurt Peche,Karin Bognar,https://youtube.com/watch?v=ZgnZfdkQ530
ae3,1967,no,Norway,Kirsti Sparboe,Dukkemann,14.0,,13.0,,14.0,2.0,,,,,,,Tor Hultin,Ola B. Johannessen,https://youtube.com/watch?v=Y7I__FNMevk
ae4,1967,ch,Switzerland,Géraldine,Quel Cœur Vas-tu Briser?,17.0,,6.0,,17.0,0.0,,,,,,,Daniel Faure,Gérard Gray,https://youtube.com/watch?v=cd34NSLZIME
ae5,1968,es,Spain,Massiel,"La, La, La...",1.0,,15.0,,1.0,29.0,,,,,,,Manuel de la Calva;Ramón Arcusa,,https://youtube.com/watch?v=J4g5QYJOFzQ
ae6,1968,gb,United Kingdom,Cliff Richard,Congratulations,2.0,,12.0,,2.0,28.0,,,,,,,Bill Martin;Phil Coulter,,https://youtube.com/watch?v=rcsbL1ZcQhE
ae7,1968,fr,France,Isabelle Aubret,La Source,3.0,,10.0,,3.0,20.0,,,,,,,Daniel Faure,Guy Bonnet;Henri Djian,https://youtube.com/watch?v=t4rlmiBkuKg
ae8,1968,ie,Ireland,Pat McGeegan,Chance Of A Lifetime,4.0,,14.0,,4.0,18.0,,,,,,,John Kennedy,,https://youtube.com/watch?v=P1qFcgBiWLU
ae9,1968,se,Sweden,Claes-Göran Hederström,"Det Börjar Verka Kärlek, Banne Mej",5.0,,8.0,,5.0,15.0,,,,,,,Peter Himmelstrand,,https://youtube.com/watch?v=RrAFwIoY_z0
afa,1968,de,Germany,Wencke Myhre,Ein Hoch Der Liebe,6.0,,16.0,,6.0,11.0,,,,,,,Horst Jankowski,Carl J. Schäuble,https://youtube.com/watch?v=SnDbsHRCkVc
afb,1968,be,Belgium,Claude Lombard,Quand Tu Reviendras,7.0,,3.0,,7.0,8.0,,,,,,,Jo van Wetter,Roland Dero,https://youtube.com/watch?v=fqk8ZOvluhw
afc,1968,mc,Monaco,Line & Willy,A Chacun Sa Chanson,7.0,,7.0,,7.0,8.0,,,,,,,Jean-Claude Oliver,Roland Valade,https://youtube.com/watch?v=Ll8NNJA3MxY
afd,1968,yu,Yugoslavia,Luci Kapurso & Hamo Hajdarhodzic,Jedan Dan,7.0,,17.0,,7.0,8.0,,,,,,,Đelo Jusić;Stipica Kalogjera,Stijepo Stražičić,https://youtube.com/watch?v=MMyESJ9xuCY
afe,1968,it,Italy,Sergio Endrigo,Marianne,10.0,,11.0,,10.0,7.0,,,,,,,Sergio Endrigo,,https://youtube.com/watch?v=cGAuMqOB5S8
aff,1968,pt,Portugal,Carlos Mendes,Verão,11.0,,1.0,,11.0,5.0,,,,,,,Pedro Vaz Osório,José Alberto Diogo,https://youtube.com/watch?v=n1piuZv34yA
afg,1968,lu,Luxembourg,Chris Baldo & Sophie Garel,Nous Vivrons D'amour,11.0,,5.0,,11.0,5.0,,,,,,,Carlos Leresche,Jacques Demarny,https://youtube.com/watch?v=lZ-88XdFAW8
afh,1968,at,Austria,Karel Gott,Tausend Fenster,13.0,,4.0,,13.0,2.0,,,,,,,Udo Jürgens,Walter Brandin,https://youtube.com/watch?v=rWrYJLLfo2o
afi,1968,ch,Switzerland,Gianni Mascolo,Guardando Il Sole,13.0,,6.0,,13.0,2.0,,,,,,,Aldo D'Addario,Sanzio Chiesa,https://youtube.com/watch?v=65iMtWFurdk
afj,1968,no,Norway,Odd Børre,Stress,13.0,,13.0,,13.0,2.0,,,,,,,Tor Hultin,Ola B. Johannessen,https://youtube.com/watch?v=b4R7F9mFoaM
afk,1968,nl,Netherlands,Ronnie Tober,Morgen,16.0,,2.0,,16.0,1.0,,,,,,,Joop Stokkermans,Theo Strengers,https://youtube.com/watch?v=dIRKl76BXRU
afl,1968,fi,Finland,Kristina Hautala,Kun Kello Käy,16.0,,9.0,,16.0,1.0,,,,,,,Esko Linnavalli,Juha Vainio,https://youtube.com/watch?v=3ADgVukcSiU
afm,1969,es,Spain,Salomé,Vivo Cantando,1.0,,3.0,,1.0,18.0,,,,,,,Maria José de Cerato,Aniano Alcalde,https://youtube.com/watch?v=_-PVtGc59CI
afn,1969,gb,United Kingdom,Lulu,Boom Bang-a-bang,1.0,,7.0,,1.0,18.0,,,,,,,Alan Moorhouse,Peter Warne,https://youtube.com/watch?v=4ew43u2gS0Y
afo,1969,nl,Netherlands,Lenny Kuhr,De Troubadour,1.0,,8.0,,1.0,18.0,,,,,,,Lenny Kuhr,David Hartsema,https://youtube.com/watch?v=dsP3lhz5J30
afp,1969,fr,France,Frida Boccara,"Un Jour, Un Enfant",1.0,,14.0,,1.0,18.0,,,,,,,Émile Stern,Eddy Marnay,https://www.youtube.com/watch?v=27YMkBlba68
afq,1969,ch,Switzerland,Paola del Medico,"Bonjour, Bonjour",5.0,,11.0,,5.0,13.0,,,,,,,Henry Mayer,Jack Stark,https://youtube.com/watch?v=9eGeZuMuMTs
afr,1969,mc,Monaco,Jean-Jacques,"Maman, Maman",6.0,,4.0,,6.0,11.0,,,,,,,Jo Perrier,,https://youtube.com/watch?v=hlbLPJ-ocxY
afs,1969,ie,Ireland,Muriel Day and the Lindsays,The Wages Of Love,7.0,,5.0,,7.0,10.0,,,,,,,Michael Reade,,https://youtube.com/watch?v=t0ipxjFO28I
aft,1969,be,Belgium,Louis Neefs,Jennifer Jennings,7.0,,10.0,,7.0,10.0,,,,,,,Paul Quintens,Phil van Cauwenbergh,https://youtube.com/watch?v=TKX8l_ye--8
afu,1969,se,Sweden,Tommy Körberg,"Judy, Min Vän",9.0,,9.0,,9.0,8.0,,,,,,,Roger Wallis,Britt Lindeborg,https://youtube.com/watch?v=9idOs_F9-rA
afv,1969,de,Germany,Siw Malmkvist,Primaballerina,9.0,,13.0,,9.0,8.0,,,,,,,Hans Blum,,https://youtube.com/watch?v=6tvMWASrMrc
afw,1969,lu,Luxembourg,Romuald,Cathérine,11.0,,2.0,,11.0,7.0,,,,,,,André Borgioli;Paul Mauriat,André di Fusco,https://youtube.com/watch?v=reJAq87Wwrw
afx,1969,fi,Finland,Jarkko and Laura,Kuin Silloin Ennen,12.0,,16.0,,12.0,6.0,,,,,,,Toivo Kärki,Juha Vainio,https://www.youtube.com/watch?v=neELZW69YqU
afy,1969,yu,Yugoslavia,Ivan & M's,Pozdrav Svijetu,13.0,,1.0,,13.0,5.0,,,,,,,Milan Lentić,,https://youtube.com/watch?v=-zubKloWHEw
afz,1969,it,Italy,Iva Zanicchi,Due Grosse Lacrime Bianche,13.0,,6.0,,13.0,5.0,,,,,,,Piero Soffici,Carlo Daiano,https://youtube.com/watch?v=9gIiGg--8Tw
af0,1969,pt,Portugal,Simone de Oliveira,Desfolhada Portuguesa,15.0,,15.0,,15.0,4.0,,,,,,,Nuno Nazareth Fernandes,José Carlos Ary dos Santos,https://www.youtube.com/watch?v=l6WXhDQY_sQ
af1,1969,no,Norway,Kirsti Sparboe,"Oj, Oj, Oj, Så Glad, Jeg Skal Bli",16.0,,12.0,,16.0,1.0,,,,,,,Arne Bendiksen,,https://youtube.com/watch?v=UL3t3UasWGE
af2,1970,ie,Ireland,Dana,All Kinds Of Everything,1.0,,12.0,,1.0,32.0,,,,,,,Derry Lindsay;Jackie Smith,,https://youtube.com/watch?v=ka5OfjwB3nM
af3,1970,gb,United Kingdom,Mary Hopkin,"Knock, Knock (who's there?)",2.0,,7.0,,2.0,26.0,,,,,,,Geoff Stephens;John Carter,,https://youtube.com/watch?v=Kvo8pzEyxF4
af4,1970,de,Germany,Katja Ebstein,Wunder Gibt Es Immer Wieder,3.0,,11.0,,3.0,12.0,,,,,,,Christian Bruhn,Günter Loose,https://youtube.com/watch?v=sPI1wyizGL0
af5,1970,ch,Switzerland,Henri Dès,Retour,4.0,,2.0,,4.0,8.0,,,,,,,Henri Dès,,https://youtube.com/watch?v=X0ItTfqLk1I
af6,1970,fr,France,Guy Bonnet,Marie Blanche,4.0,,6.0,,4.0,8.0,,,,,,,Guy Bonnet,André-Pierre Dousset,https://youtube.com/watch?v=713TOCBiK_k
af7,1970,es,Spain,Julio Iglesias,Gwendolyne,4.0,,9.0,,4.0,8.0,,,,,,,Julio Iglesias,,https://youtube.com/watch?v=ChvTMWYplAk
af8,1970,nl,Netherlands,Patricia and Hearts of Soul,Waterman,7.0,,1.0,,7.0,7.0,,,,,,,Pieter Goemans,,https://youtube.com/watch?v=Hx54yQGRYS8
af9,1970,it,Italy,Gianni Morandi,Occhi Di Ragazza,8.0,,3.0,,8.0,5.0,,,,,,,Lucio Dalla,Gianfranco Baldazzi;Sergio Bardotti,https://youtube.com/watch?v=PDJeXmDZHWw
aga,1970,be,Belgium,Jean Vallée,Viens L'oublier,8.0,,5.0,,8.0,5.0,,,,,,,Jean Vallée,,https://youtube.com/watch?v=1uK41BM4c44
agb,1970,mc,Monaco,Dominique Dussault,Marlène,8.0,,10.0,,8.0,5.0,,,,,,,Eddie Barclay;Jimmy Walter,Henri Djian,https://youtube.com/watch?v=UUfQ6k6KP_E
agc,1970,yu,Yugoslavia,Eva Sršen,"Pridi, Dala Ti Bom Cvet",11.0,,4.0,,11.0,4.0,,,,,,,Mojmir Sepe,Dušan Velkaverh,https://youtube.com/watch?v=Pi3xEwDI1kU
agd,1970,lu,Luxembourg,David-Alexandre Winter,Je Suis Tombé Du Ciel,12.0,,8.0,,12.0,0.0,,,,,,,Yves de Vriendt,Eddy Marnay,https://youtube.com/watch?v=9-nTwltlavQ
age,1971,mc,Monaco,Séverine,"Un Banc, Un Arbre, Une Rue",1.0,,3.0,,1.0,128.0,,,,,,,Jean-Pierre Bourtayre,Yves Dessca,https://youtube.com/watch?v=uFJ2CyPwwQg
agf,1971,es,Spain,Karina,En Un Mundo Nuevo,2.0,,6.0,,2.0,116.0,,,,,,,Rafael Trabucchelli,Tony Luz,https://youtube.com/watch?v=Qj_gHTw7V6Q
agg,1971,de,Germany,Katja Ebstein,Diese Welt,3.0,,5.0,,3.0,100.0,,,,,,,Dieter Zimmermann,Fred Jay,https://youtube.com/watch?v=1DkxuvHIfAM
agh,1971,gb,United Kingdom,Clodagh Rodgers,Jack In The Box,4.0,,9.0,,4.0,98.0,,,,,,,John Worsley,David Myers,https://youtube.com/watch?v=7IadDY3-sOM
agi,1971,it,Italy,Massimo Ranieri,L'amore è Un Attimo,5.0,,11.0,,5.0,91.0,,,,,,,Enrico Polito,Gaetano Savio;Giancarlo Bigazzi,https://youtube.com/watch?v=yNCjU7y-yxc
agj,1971,se,Sweden,Family Four,Vita Vidder,6.0,,12.0,,6.0,85.0,,,,,,,Håkan Elmquist,,https://youtube.com/watch?v=Mq10KQ77dnY
agk,1971,nl,Netherlands,Saskia and Serge,De Tijd,6.0,,14.0,,6.0,85.0,,,,,,,Joop Stokkermans,Gerrit den Braber,https://youtube.com/watch?v=8gZFDQUtpj4
agl,1971,fi,Finland,Markku Aro and Koivisto Sisters,Tie Uuteen Päivään,8.0,,17.0,,8.0,84.0,,,,,,,Rauno Lehtinen,,https://youtube.com/watch?v=V_11CcVeSH0
agm,1971,pt,Portugal,Tonicha,Menina Do Alto Da Serra,9.0,,15.0,,9.0,83.0,,,,,,,Nuno Nazareth Fernandes,José Carlos Ary dos Santos,https://youtube.com/watch?v=NBWJNsa-dKQ
agn,1971,fr,France,Serge Lama,Un Jardin Sur La Terre,10.0,,7.0,,10.0,82.0,,,,,,,Alice Dona,Henri Djian;Jacques Demarny,https://youtube.com/watch?v=g6kue-HD7Z8
ago,1971,ie,Ireland,Angela Farrell,One Day Love,11.0,,13.0,,11.0,79.0,,,,,,,Donald Martin;Ita Flynn,,https://youtube.com/watch?v=9z2gCmhpdzM
agp,1971,ch,Switzerland,"Peter, Sue and Marc",Les Illusions De Nos Vingt Ans,12.0,,4.0,,12.0,78.0,,,,,,,Peter Reber,Maurice Tézé,https://youtube.com/watch?v=Egwke_ENofQ
agq,1971,lu,Luxembourg,Monique Melsen,"Pomme, Pomme, Pomme",13.0,,8.0,,13.0,70.0,,,,,,,Hubert Giraud,Pierre Cour,https://youtube.com/watch?v=bOzHRKWz3WE
agr,1971,be,Belgium,Lily Castel and Jacques Raymond,"Goeie Morgen, Morgen",14.0,,10.0,,14.0,68.0,,,,,,,Paul Quintens,Phil van Cauwenbergh,https://youtube.com/watch?v=soj_H9jEkWY
ags,1971,yu,Yugoslavia,Krunoslav Slabinac,Tvoj Djecak Je Tuzan,14.0,,16.0,,14.0,68.0,,,,,,,Ivan Krajač,Zvonimir Golob,https://youtube.com/watch?v=iX-LJdpxxbM
agt,1971,at,Austria,Marianne Mendt,Musik,16.0,,1.0,,16.0,66.0,,,,,,,Manuel Rigoni;Richard Schönherz,,https://youtube.com/watch?v=AKzXt6841FU
agu,1971,no,Norway,Hanne Krogh,Lykken Er...,17.0,,18.0,,17.0,65.0,,,,,,,Arne Bendiksen,,https://youtube.com/watch?v=EkPyjhT2Yy4
agv,1971,mt,Malta,Joe Grech,Marija L-Maltija,18.0,,2.0,,18.0,52.0,,,,,,,Joe Grech,Charles Mifsud,https://youtube.com/watch?v=JSbHt3hcmnY
agw,1972,lu,Luxembourg,Vicky Leandros,Après Toi,1.0,,17.0,,1.0,128.0,,,,,,,Klaus Munro;Mario Panas,Klaus Munro;Yves Dessca,https://youtube.com/watch?v=Ka89ORFu_Tc
agx,1972,gb,United Kingdom,The New Seekers,"Beg, Steal Or Borrow",2.0,,5.0,,2.0,114.0,,,,,,,Graeme Hall;Steve Wolfe;Tony Cole,,https://youtube.com/watch?v=QyxJeV8OLjI
agy,1972,de,Germany,Mary Roos,Nur Die Liebe Läßt Uns Leben,3.0,,1.0,,3.0,107.0,,,,,,,Joachim Heider,Joachim Relin,https://youtube.com/watch?v=NySfW4y2_m8
agz,1972,nl,Netherlands,Sandra and Andres,Als Het Om De Liefde Gaat,4.0,,18.0,,4.0,106.0,,,,,,,Dries Holten,Hans van Hemert,https://youtube.com/watch?v=spZk2_FqqH0
ag0,1972,at,Austria,The Milestones,Falter Im Wind,5.0,,11.0,,5.0,100.0,,,,,,,Manuel Rigoni;Richard Schönherz,Heinz Unger,https://youtube.com/watch?v=jFnrAn1codg
ag1,1972,it,Italy,Nicola di Bari,I Giorni Dell' Arcobaleno,6.0,,12.0,,6.0,92.0,,,,,,,Nicola di Bari;Piero Pintucci,Dalmazio Masini,https://youtube.com/watch?v=O6UUdV92CdA
ag2,1972,pt,Portugal,Carlos Mendes,A Festa Da Vida,7.0,,7.0,,7.0,90.0,,,,,,,José Calvário,José Niza,https://youtube.com/watch?v=1Uqb7dUn2uk
ag3,1972,ch,Switzerland,Véronique Müller,C'est La Chanson De Mon Amour,8.0,,8.0,,8.0,88.0,,,,,,,Véronique Müller,Catherine Desage,https://youtube.com/watch?v=6gRJ9j0A834
ag4,1972,yu,Yugoslavia,Tereza,Muzika I Ti,9.0,,13.0,,9.0,87.0,,,,,,,Nikica Kalogjera,Ivan Krajač,https://youtube.com/watch?v=AxNsQkYhZ3A
ag5,1972,es,Spain,Jaime Morey,Amanece,10.0,,4.0,,10.0,83.0,,,,,,,Augusto Algueró,Ramón Arcusa,https://youtube.com/watch?v=gQhFbPhyhfI
ag6,1972,fr,France,Betty Mars,Comé-comédie,11.0,,2.0,,11.0,81.0,,,,,,,Frédéric Botton,,https://youtube.com/watch?v=GUwgrOmiodk
ag7,1972,fi,Finland,Päivi Paunu and Kim Floor,Muistathan,12.0,,10.0,,12.0,78.0,,,,,,,Juha Flinck;Nacke Johansson,Juha Flinck,https://youtube.com/watch?v=RUomCAgQwKs
ag8,1972,se,Sweden,Family Four,Härliga Sommardag,13.0,,14.0,,13.0,75.0,,,,,,,Håkan Elmquist,,https://youtube.com/watch?v=7xpOEArqJQc
ag9,1972,no,Norway,Grethe Kausland & Benny Borg,Småting,14.0,,6.0,,14.0,73.0,,,,,,,Ivar Børsum;Kåre Grøttum,,https://youtube.com/watch?v=EROlZbIbjH0
aha,1972,ie,Ireland,Sandie Jones,Ceol On Ghrá,15.0,,3.0,,15.0,72.0,,,,,,,Joe Burkett,Liam MacUistín,https://youtube.com/watch?v=DJzhQz4V2CU
ahb,1972,mc,Monaco,Anne-Marie Godart and Peter MacLane,Comme On S'aime,16.0,,15.0,,16.0,65.0,,,,,,,Raymond Bernard,Jean Drejac,https://youtube.com/watch?v=RuxHF5-HbMk
ahc,1972,be,Belgium,Serge and Christine Ghisoland,À La Folie Ou Pas Du Tout,17.0,,16.0,,17.0,55.0,,,,,,,Bob Milan;Daniël Nelis,Daniël Nelis,https://youtube.com/watch?v=IKWfbesTZow
ahd,1972,mt,Malta,Helen and Joseph,L-imħabba,18.0,,9.0,,18.0,48.0,,,,,,,Charles Camilleri,Albert Cassola,https://youtube.com/watch?v=O4iKR9V7ICE
ahe,1973,lu,Luxembourg,Anne-Marie David,Tu Te Reconnaîtras,1.0,,11.0,,1.0,129.0,,,,,,,Claude Morgan,Vline Buggy,https://youtube.com/watch?v=C4OX96fLLjs
ahf,1973,es,Spain,Mocedades,Eres Tú,2.0,,7.0,,2.0,125.0,,,,,,,Juan Carlos Calderón,,https://youtube.com/watch?v=JUQnlXsISvg
ahg,1973,gb,United Kingdom,Cliff Richard,Power To All Our Friends,3.0,,15.0,,3.0,123.0,,,,,,,Doug Flett;Guy Fletcher,,https://youtube.com/watch?v=KAOwf78KKmY
ahh,1973,il,Israel,Ilanit,Ey-sham,4.0,,17.0,,4.0,97.0,,,,,,,Nurit Hirsh,Ehud Manor,https://youtube.com/watch?v=6N8SwfYRGWU
ahi,1973,se,Sweden,The Nova and The Dolls,You're Summer,5.0,,12.0,,5.0,94.0,,,,,,,Carl-Axel Dominique;Monica Dominique,Lars Forssell,https://youtube.com/watch?v=qkhqOPmMMEY
ahj,1973,fi,Finland,Marion Rung,Tom Tom Tom,6.0,,1.0,,6.0,93.0,,,,,,,Rauno Lehtinen,Bob Barratt,https://youtube.com/watch?v=dQzdsa7NPMY
ahk,1973,no,Norway,Bendik Singers,It's Just A Game,7.0,,5.0,,7.0,89.0,,,,,,,Arne Bendiksen,Bob Williams,https://youtube.com/watch?v=nelCncvdSBA
ahl,1973,de,Germany,Gitte,Junger Tag,8.0,,4.0,,8.0,85.0,,,,,,,Günther-Eric Thöner,Stephan Lego,https://youtube.com/watch?v=XL6ca6A-weU
ahm,1973,mc,Monaco,Marie,Un Train Qui Part,8.0,,6.0,,8.0,85.0,,,,,,,Bernard Liamis,Boris Bergman,https://youtube.com/watch?v=GLPFQ1efRuY
ahn,1973,pt,Portugal,Fernando Tordo,Tourada,10.0,,3.0,,10.0,80.0,,,,,,,Fernando Tordo,José Carlos Ary dos Santos,https://youtube.com/watch?v=eMNIGliSArk
aho,1973,ie,Ireland,Maxi,Do I Dream?,10.0,,14.0,,10.0,80.0,,,,,,,George F. Crosbie;Jack Brierlev,,https://youtube.com/watch?v=OJrSXZxPKXI
ahp,1973,ch,Switzerland,Patrick Juvet,"Je Me Vais Marier, Marie",12.0,,8.0,,12.0,79.0,,,,,,,Patrick Juvet,Pierre Delanoë,https://youtube.com/watch?v=kSY9_l3OhDc
ahq,1973,it,Italy,Massimo Ranieri,Chi Sarà Con Te,13.0,,10.0,,13.0,74.0,,,,,,,Enrico Polito;Gaetano Savio,Giancarlo Bigazzi,https://youtube.com/watch?v=kLzvr3JuOEY
ahr,1973,nl,Netherlands,Ben Cramer,De Oude Muzikant,14.0,,13.0,,14.0,69.0,,,,,,,Pierre Kartner,,https://youtube.com/watch?v=X6JqeLK3DQU
ahs,1973,yu,Yugoslavia,Zdravko Colic,Gori Vatra,15.0,,9.0,,15.0,65.0,,,,,,,Kemal Monteno,,https://youtube.com/watch?v=rAOZpFO8n_g
aht,1973,fr,France,Martine Clémenceau,Sans Toi,15.0,,16.0,,15.0,65.0,,,,,,,Paul Koulak,Anne Grégory,https://youtube.com/watch?v=Y6FpLuLjhKY
ahu,1973,be,Belgium,Nicole and Hugo,"Baby, Baby",17.0,,2.0,,17.0,58.0,,,,,,,Ignace Baert,Erik Marijsse,https://youtube.com/watch?v=Sv1D9IDPFrA
ahv,1974,se,Sweden,ABBA,Waterloo,1.0,,8.0,,1.0,24.0,,,,,,,Benny Andersson;Björn Ulvaeus,Stikkan Anderson,https://youtube.com/watch?v=3FsVeMz1F5c
ahw,1974,it,Italy,Gigliola Cinquetti,Si,2.0,,17.0,,2.0,18.0,,,,,,,Corrado Conti;Daniele Pace;Lorenzo Pilat;Mario Panzeri,,https://youtube.com/watch?v=EWrtN6LBJtk
ahx,1974,nl,Netherlands,Mouth and MacNeal,I See A Star,3.0,,12.0,,3.0,15.0,,,,,,,Hans van Hemert,Gerrit den Braber,https://youtube.com/watch?v=XeBvSgMe6cg
ahy,1974,gb,United Kingdom,Olivia Newton-John,Long Live Love,4.0,,2.0,,4.0,14.0,,,,,,,Harold Spiro;Valerie Avon,,https://youtube.com/watch?v=raj-eSK65S4
